Date,Time,Street,Cross Street,Source of Call,Total OnScene Time,Stop - K-12?,Stop - School Code,Stop - Officer Assignment,Stop - Reason For,Stop - Suspicion Types,Stop - Violation Type,Stop - Perc Race,Stop - Perc Disabilities,Stop - Perc Gender,Stop - Perc LGBT?,Stop - Limited English?,Stop - Perc Age,Stop - Actions Taken,Stop - Search Basis,Stop - Evidence Discovered,Stop - Seized Property Basis,Stop - Seized Property Type,Stop - Result,Stop - Citation Code 1,Stop - Citation Desc 1,Stop - Custodial Code 1,Stop - Custodial Desc 1,Stop - Cite/Release Code 1,Stop - Cite/Release Desc 1,Stop - Warning Code 1,Stop - Warning Desc 1,Stop - Educ Section,Stop - Educ Subdivision
11/13/20,00:56:16,E ST,2ND ST/3RD ST,T,118,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Mental health condition,Female,F,F,50,"Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
11/13/20,23:02:43,NORTHFIELD CT,N DAVIS FARMS RD,O,56,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,40,None,,,,,Warning (verbal or written),,,,,,,21201(D) VC,BIKE HEADLIGHT/ETC VIOL - I,,
11/14/20,01:14:40,2ND ST,PENA DR/COUSTEAU PL,O,9,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,40,None,,,,,Warning (verbal or written),,,,,,,21201(D) VC,BIKE HEADLIGHT/ETC VIOL - I,,
11/14/20,12:11:47,SUTTER PL,RISLING CT,9,121,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Mental health condition,Male,F,F,60,Handcuffed or flex cuffed,,,,,Psychiatric hold (W&I Code 5150 or 5585.20),,,,,,,,,,
11/14/20,03:14:51,RUSSELL BL,A ST,O,17,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Other disability,Male,F,F,70,None,,,,,No action,,,,,,,,,,
11/14/20,02:27:18,OXFORD CI,WAKE FOREST DR/WAKE FOREST DR,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,"Hispanic/Latino, Middle Eastern or South Asian",None,Female,F,F,20,None,,,,,Warning (verbal or written),,,,,,,26708(A)(1) VC,OPR VEH:WINDOW OBSTRUCTED - I,,
11/14/20,02:43:24,SUNSET CT,OESTE DR,O,48,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,35,None,,,,,Warning (verbal or written),,,,,,,5201(A) VC,LICENS PLATE POSITION VIO - I,,
11/14/20,00:06:40,RICHARDS BL,W OLIVE DR/1ST ST,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,40,None,,,,,Warning (verbal or written),,,,,,,21453(A) VC,FAIL STOP LINE/ETC AT RED - I,,
11/14/20,22:43:04,COWELL BL,DRUMMOND AV,O,129,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,25,"Asked for consent to search person, Asked for consent to search property, Search of person was conducted, Search of property was conducted",Consent given,None,,,No action,,,,,,,,,,
11/14/20,01:23:47,5TH ST,POLE LINE RD,O,14,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,23,None,,,,,No action,,,,,,,,,,
11/14/20,23:05:26,2ND ST,PENA DR/COUSTEAU PL,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,20,None,,,,,Warning (verbal or written),,,,,,,24252(A) VC,FAIL MAINT VEH LITE EQUIP - I,,
11/14/20,22:30:01,W COVELL BL,SR113,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Black/African American,None,Male,F,F,35,None,,,,,Warning (verbal or written),,,,,,,21453(A) VC,FAIL STOP LINE/ETC AT RED - I,,
11/14/20,21:10:41,VILLANOVA DR,REDWOOD LN/TOYON PL,W,33,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Officer witnessed commission of a crime",,Middle Eastern or South Asian,None,Male,F,F,20,"Asked for consent to search person, Asked for consent to search property, Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted, Search of property was conducted","Consent given, Evidence of crime, Officer safety/safety of others",Cell phone(s) or electronic device(s),,,Warning (verbal or written),,,,,,,602 PC,TRESPASSING - M,,
11/14/20,21:02:40,HANOVER DR,W COVELL BL,O,9,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,35,None,,,,,Warning (verbal or written),,,,,,,21651(B) VC,DRIVE WRONG WAY:DIV HWY - M,,
11/14/20,22:43:04,COWELL BL,DRUMMOND AV,O,129,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Search of person was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/14/20,01:51:00,ORCHARD PARK DR,RUSSELL BL,O,40,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,22,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
11/14/20,01:23:47,5TH ST,POLE LINE RD,O,14,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Female,F,F,24,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
11/14/20,05:33:00,L ST,E COVELL BL,O,1,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,50,None,,,,,Warning (verbal or written),,,,,,,22451(A) VC,FAIL STOP/ETC:RR XING/ETC - I,,
11/14/20,00:39:45,CHILES RD,ENSENADA DR/MACE BL,O,24,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,30,"Person removed from vehicle by order, Search of person was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
11/14/20,20:52:11,MACE BL,CHILES RD,O,16,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
11/15/20,07:39:20,MACE BL,ALHAMBRA DR/2ND ST,T,72,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Black/African American,None,Female,F,F,54,None,,,,,No action,,,,,,,,,,
11/15/20,00:30:10,W COVELL BL,SR113,O,160,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,37,None,,,,,Citation for infraction,21658(A) VC,UNSAFE LANE CHANGE/ETC - I,,,,,,,,
11/15/20,22:06:42,ANDERSON RD,RUTGERS DR,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Female,F,F,22,None,,,,,No action,,,,,,,,,,
11/15/20,21:25:49,GUAYMAS PL,BUENO DR,W,237,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Other reasonable suspicion of a crime, Witness or victim identification of suspect at the scene",,White,None,Female,F,F,52,"Search of person was conducted, Search of property was conducted","Evidence of crime, Incident to arrest",None,,,Custodial arrest without warrant,,,166(A)(4) PC,CONTEMPT:DISOBEY CRT ORDR - M,,,,,,
11/15/20,20:33:00,5TH ST,POLE LINE RD,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,"Black/African American, Hispanic/Latino",None,Female,F,F,25,None,,,,,No action,,,,,,,,,,
11/15/20,21:33:30,RICHARDS BL,W OLIVE DR/1ST ST,9,128,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,30,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Officer safety/safety of others,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
11/15/20,21:23:16,MARINA CI,JEROME ST,O,22,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,20,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Incident to arrest,None,,,In-field cite and release,,,,,23109(C) VC,AIDE/ABET SPEED EXHIBITN - M,,,,
11/15/20,11:38:17,ANDERSON RD,AMHERST DR/RUTGERS DR,W,194,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,34,"Curbside detention, Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,"Drug paraphernalia, Other contraband or evidence, Suspected stolen property, Weapon(s) other than a firearm",,,Custodial arrest without warrant,,,466 PC,POSSESS BURGLARY TOOLS - M,,,,,,
11/16/20,17:30:08,5TH ST,CANTRILL DR/SAN RAFAEL ST,T,282,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Mental health condition,Male,F,F,14,"Handcuffed or flex cuffed, Patrol car detention, Person removed from vehicle by order, Person removed from vehicle by physical contact, Search of person was conducted","Incident to arrest, Officer safety/safety of others",None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
11/16/20,22:54:55,3RD ST,RR TRACKS/I ST,O,1,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,40,None,,,,,Warning (verbal or written),,,,,,,NA - XX ZZ,CODE NOT FOUND IN TABLE - X,,
11/16/20,00:27:46,LYNDELL TR,JOHN JONES RD,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,50,None,,,,,No action,,,,,,,,,,
11/16/20,22:27:58,RUSSELL BL,COLLEGE PARK,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,20,None,,,,,Warning (verbal or written),,,,,,,22107 VC,UNSAF TURN &/OR NO SIGNAL - I,,
11/16/20,11:34:01,PORTAGE BAY EAST,HUDSON ST/HUDSON CT,T,213,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,25,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,243(E)(1) PC,BAT:SPOUSE/EX SP/DATE/ETC - M,,,,,,
11/17/20,06:23:48,E ST,2ND ST,O,7,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,White,None,Male,F,F,50,None,,,,,No action,,,,,,,,,,
11/17/20,00:56:42,RUSSELL BL,COLLEGE PARK,O,11,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,5200(A) VC,DISPLAY LIC PLATES WRONG - I,,
11/17/20,00:23:23,CALAVERAS AV,EISENHOWER ST/ARLINGTON BL,T,79,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,602 PC,TRESPASSING - M,,
11/17/20,00:23:23,CALAVERAS AV,EISENHOWER ST/ARLINGTON BL,T,79,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,"Hispanic/Latino, White",None,Male,F,F,21,"Asked for consent to search person, Search of person was conducted","Consent given, Officer safety/safety of others",None,,,Warning (verbal or written),,,,,,,602 PC,TRESPASSING - M,,
11/18/20,20:13:58,G ST,6TH ST/7TH ST,W,91,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,None,Male,F,F,23,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,166(A)(4) PC,CONTEMPT:DISOBEY CRT ORDR - M,,,,,,
11/18/20,00:17:49,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),9,81,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime, Witness or victim identification of suspect at the scene",,White,None,Male,F,F,35,"Curbside detention, Handcuffed or flex cuffed, Search of person was conducted","Incident to arrest, Officer safety/safety of others",None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
11/18/20,23:41:52,L ST,5TH ST,O,14,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,30,None,,,,,No action,,,,,,,,,,
11/18/20,23:41:52,L ST,5TH ST,O,14,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Black/African American,None,Female,F,F,25,None,,,,,No action,,,,,,,,,,
11/19/20,09:55:53,I ST,4TH ST/5TH ST,T,58,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,White,None,Male,F,F,30,Curbside detention,,,,,Warning (verbal or written),,,,,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,
11/19/20,10:48:21,G ST,4TH ST/5TH ST,O,72,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Search of person was conducted, Search of property was conducted","Incident to arrest, Visible contraband",Alcohol,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
11/19/20,17:46:59,2ND ST,E ST,O,12,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Officer witnessed commission of a crime, Other reasonable suspicion of a crime",,Black/African American,Other disability,Male,F,F,26,None,,,,,Warning (verbal or written),,,,,,,NA - XX ZZ,CODE NOT FOUND IN TABLE - X,,
11/19/20,17:15:29,5TH ST,SAN SEBASTIAN ST/TRINITA TR,W,138,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,None,Female,F,F,30,"Handcuffed or flex cuffed, Search of person was conducted",Officer safety/safety of others,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
11/19/20,22:21:04,W COVELL BL,SYCAMORE LN/SR113,O,55,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,35,None,,,,,Warning (verbal or written),,,,,,,21804(A) VC,FAIL YIELD TRAFIC:HWY ENT - I,,
11/19/20,20:25:00,J ST,ALICE ST/DREXEL DR,O,20,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Asian,None,Male,F,F,30,None,,,,,No action,,,,,,,,,,
11/20/20,17:52:30,GEORGIA PL,SNYDER DR,T,67,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Female,F,F,40,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
11/20/20,00:32:50,F ST,1ST ST,O,89,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,35,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
11/20/20,11:13:28,OLIVE DR,RICHARDS BL/HICKORY LN,T,18,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,White,Mental health condition,Male,F,F,25,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,372 PC,MAINTAIN PUBLIC NUISANCE - M,,,,,,
11/20/20,23:19:00,EL PASO AV,BIDWELL ST,9,142,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,Mental health condition,Male,F,F,25,"Asked for consent to search person, Handcuffed or flex cuffed, Search of person was conducted",Officer safety/safety of others,None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
